Text,Score
                            عادل نجم الأهلي المصري حسين الشحات، الرقم التاريخي لمواطنه محمد أبو تريكة والجناح السعودي سالم الدوسري، بعدما سجل هدفا في شباك اتحاد جدة في ربع نهائي مونديال الأندية يوم الجمعة.                         ,5.4
                            بلغ الأهلي المصري نصف نهائي كأس العالم للأندية لكرة القدم بفوزه على مضيفه اتحاد جدة 3-1 مساء الجمعة في الدور ربع النهائي من البطولة المقامة في السعودية.                         ,9.9
                            أهدر النجم الفرنسي كريم بنزيما ركلة جزاء لفريقه اتحاد جدة أمام الأهلي المصري في مباراة الفريقين ضمن ربع نهائي بطولة كأس العالم لكرة القدم المقامة في السعودية.                         ,9.9
                            تأهل أوراوا ريد دايموندز بطل آسيا إلى نصف نهائي كأس العالم للأندية لكرة القدم بفوزه على ليون المكسيكي بطل الكونكاكاف 1-0 ضمن الدور ربع النهائي يوم الجمعة في جدة.                         ,7.7
                            كشف المدير الفني للأهلي المصري، السويسري مارسيل كولر، عن تشكيلة فريقه لمواجهة اتحاد جدة السعودي مساء اليوم الجمعة، في ربع نهائي مونديال الأندية.                         ,3.9
                            أكملت كأس ألعاب المستقبل رحلتها عبر روسيا وتم إرسالها من محطة الفضاء الدولية في بايكونور في الأول من ديسمبر.                         ,1.9
                            حرص وزير الرياضة السعودي، الأمير عبد العزيز بن تركي الفيصل، على دعم اتحاد جدة، قبل مواجهته للأهلي المصري مساء يوم الجمعة في ربع نهائي كأس العالم للأندية 2023 المقامة في المملكة.                         ,5.5
                            نددت روسيا يوم الجمعة بحملة تهدف إلى تحييد لأفضل رياضييها المطالبين بالمشاركة في أولمبياد باريس 2024 تحت علم محايد وبشروط اعتبرتها مهينة من اللجنة الأولمبية الدولية.                         ,3.4
                            أكد المدير الفني للأهلي المصري، السويسري مارسيل كولر، أن فريقه عازم على تجاوز عقبة اتحاد جدة في ربع نهائي كأس العالم للأندية، رغم قوة المنافس السعودي.                         ,4.2
                            أثار مدرب مانشستر سيتي، بيب غوارديولا، تساؤلات بشأن إمكانية مشاركة إيرلينغ هالاند المصاب في مونديال الأندية، بعدما صرح بأنه لا يتوقع مشاركة النرويجي في لقاء كريستال بالاس غدا.                         ,4.4
                            قاد النجم الجزائري الصاعد محمد أمين عمورة، يونيون سانت جيلواز البلجيكي لتحقيق فوز هام على حساب ضيفه ليفربول بنتيجة 2-1 في الجولة السادسة الأخيرة من دور المجموعات  بالدوري الأوروبي.                         ,7.7
                            تغلب نادي الأهلي على مضيفه الفيحاء 4-0 في مباراة جمعت الفريقين ضمن المرحلة الـ17 من الدوري السعودي لكرة القدم.                         ,7.5
                            توقع نجم منتخب مصر والزمالك السابق أحمد حسام ميدو، أن الأهلي المصري سيتخطى الاتحاد السعودي عندما يقابله مساء اليوم الجمعة في ربع نهائي بطولة كأس العالم للأندية المقامة في السعودية.                         ,7.8
                            يسعى نادي الاتحاد لضم النجم المصري محمد صلاح منذ فترة الانتقالات الصيفية الماضية، ولكن المفاوضات تعثرت، إلا أن الآمال ما زالت قائمة لجماهير العميد خلال شهر يناير المقبل.                         ,4.4
                            يسعى ريال مدريد للدخول في مفاوضات مع الفرنسي كيليان مبابي، نجم باريس سان جيرمان، خلال فترة الانتقالات الشتوية المقبلة، حيث سينتهي عقده مع النادي الباريسي بنهاية الموسم الجاري.                         ,5.2
                            اختار الاتحاد الدولي للتنس كلا من الصربي نوفاك دجوكوفيتش ولاعبة بيلاروس أرينا سبالينكا بطلين للعالم في 2023 بسبب أدائهما المتميز في البطولات الأربع الكبرى للعام الحالي.                         ,5.0
"                            قام وزير الرياضة الروسي السابق بافيل كولوبكوف بتقييم شروط قبول الروس في دورة الألعاب الأولمبية ""باريس 2024"".                         ",3.3
                            تم اختيار النزال بين الروسي إسلام ماخاتشيف والأسترالي ألكسندر فولكانوفسكي كأفضل نزال لعام 2023 في حفل توزيع جوائز منظمة MMA العالمية.                         ,3.7
                            تأهل باريس سان جيرمان إلى ثمن نهائي دوري أبطال أوروبا، برصيد 8 نقاط (فوزين وتعادلين وهزيمتين)، وهي حصيلة لم يعرفها منذ شرائه من قبل ملاكه القطريين في 2011.                         ,6.8
                            اختار مدربو أندية الدوري الروسي الممتاز لكرة القدم، لاعب وسط موناكو ألكسندر جولوفين كأفضل لاعب كرة قدم في البلاد لعام 2023.                         ,8.5
"                            ذكرت صحيفة ""ديلي ميل"" الإنجليزية أن هناك حالة من الغضب يشعر بها الفريق النسائي في مانشستر يونايتد بعد رحيل أحد الكوادر الطبية لفريق الرجال من أجل إنقاذ كتيبة المدرب إريك تين هاغ.                         ",4.0
"                            كشف الاتحاد الدولي لكرة القدم ""فيفا""، سبب تواجد ليونيل ميسي نجم منتخب الأرجنتين في القائمة النهائية للفوز بجائزة ""ذا بيست"" الأفضل في العالم لعام 2023.                         ",9.7
"                            بلغ فياريال وسلافيا براغ ثمن نهائي ""يوروبا ليغ"" بفوز الأول على رين 3-2، والثاني على سيرفيت السويسري 4-0 الخميس في الجولة السادسة الأخيرة ضمن دور المجموعات فيما سيخوض روما الملحق.                         ",5.4
                            أوقف الرئيس المستقيل لنادي أنقرة غوجو التركي، فاروق قوجة، مدى الحياة إثر اعتدائه على حكم، حسبما أعلن الاتحاد التركي لكرة القدم يوم الخميس.                         ,5.5
                            بيعت ستة قمصان ارتداها النجم الأرجنتيني ليونيل ميسي في كأس العالم 2022 في قطر مقابل 7.8 ملايين دولار في مزاد علني.                         ,3.7
                            تلقى نادي الزمالك أول هزيمة مع مدربه الجديد معتمد جمال، على يد مضيفه المصري البورسعيدي بهدف نظيف، يوم الخميس في الجولة التاسعة للدوري المصري لكرة القدم.                         ,7.4
                            أعلن المدير الفني لنادي ليفربول، الألماني يورغن كلوب، قائمة فريقه لمواجهة سانت جيلواز البلجيكي، مساء يوم الخميس، في الجولة السادسة الأخيرة من دور المجموعات بالدوري الأوروبي.                         ,6.6
"                            كشف الاتحاد الآسيوي لكرة القدم، يوم الخميس، عن عدد من الابتكارات التقنية التي ستكون متاحة للمنتخبات المشاركة في بطولة كأس آسيا ""2023"" التي تنظمها قطر مطلع العام المقبل.                         ",7.6
                            ستصبح ريبيكا ويلش أول حكمة تدير مباراة في الدوري الإنجليزي الممتاز لكرة القدم، بعد تعيينها لقيادة مباراة فولهام وبيرنلي في 23 ديسمبر الحالي.                         ,7.1
                            تلقى نادي اتحاد جدة السعودي دفعة قوية قبيل صدامه المرتقب ضد الأهلي المصري غدا الجمعة في الدور ربع النهائي لبطولة كأس العالم للأندية لكرة القدم المقامة في السعودية.                         ,9.2
"                            أعلن الاتحاد الدولي لكرة القدم ""فيفا""، يوم الخميس، عن القائمة النهائية للمرشحين لجائزة أفضل لاعب في العالم ""ذا بيست"" لعام 2023، والتي ضمت ثلاثة أسماء.                         ",8.1
"                            رشح مدرب يوفنتوس، ماسيميليانو أليغري، غريمه إنتر متصدر الدوري الإيطالي لكرة القدم للفوز باللقب، في حين يتأخر فريق ""السيدة العجوز"" في المركز الثاني بفارق نقطتين.                         ",8.9
"                            حاول المحلل الرياضي ومدافع مانشستر سيتي السابق، ميكا ريتشاردز، إبراز ""عداء"" النجم الأرجنتيني ليونيل ميسي للناقد الرياضي الحالي ومدافع ليفربول السابق، جيمي كاراغر، بطريقة مضحكة.                         ",4.9
"                            احتفى الاتحاد الدولي لكرة القدم ""فيفا""، بمرور عام على تقديم النجم ليونيل ميسي لواحدة من أجمل اللمحات في مونديال ""قطر 2022"" وذلك خلال مباراة الأرجنتين وكرواتيا في نصف النهائي.                         ",8.5
                            يصطدم الاتحاد السعودي بالأهلي المصري غدا الجمعة ضمن الدور الثاني لكأس العالم للأندية المقامة في السعودية، في قمة عربية بذكريات لقائهما قبل 18 عاما لحساب البطولة ذاتها في اليابان.                         ,6.1
                            قدم مدافع ميلان، فيكايو توموري واحدة من أجمل اللمحات في مباريات الجولة السادسة الأخيرة من دور المجموعات لدوري أبطال أوروبا لكرة القدم خلال لقاء فريقه ضد نيوكاسل أمس الأربعاء.                         ,8.5
                            أعلن الاتحاد السوري لكرة القدم عن تثبيت مباراتين دوليتين وديتين للمنتخب مع كل من قرغيزستان وماليزيا استعدادا لنهائيات كأس آسيا 2024.                         ,6.1
                            خطف مدافع بوروسيا دورتموند، نيكلاس زوله، أنظار المتابعين بحرمانه النجم كيليان مبابي من تسجيل هدف محقق لباريس سان جيرمان خلال مواجهة فريقيهما أمس الأربعاء.                         ,3.2
                            قامت القوات الإسرائيلية باعتقال منسق أكاديمية نادي بالستينو التشيلي في فلسطين، أنس أبو سرور، الجمعة الماضي.                         ,2.4
"                            وصف الرئيس الروسي فلاديمير بوتين قرار اللجنة الأولمبية الدولية بقبول الرياضيين الروس في المسابقات الدولية وأولمبياد باريس 2024، بأنه ""تحريف كامل لأفكار الحركة الأولمبية"".                         ",3.2
                            تبدل موقف خافيير تيباس رئيس رابطة الدوري الإسباني، تجاه الدوري السعودي بعد أن قلل من شأنه سابقا، مؤكدا أنه على استعداد للعمل في دوري روشن.                         ,4.1
                            قامت اللجنة الأولمبية الدولية بتغيير عدد الروس المؤهلين لدورة الألعاب الأولمبية 2024، وفقا للبيانات المحدثة على موقع المنظمة.                         ,2.6
                            تحدث الشيشاني سولامبيك شاخغيرييف ملاكم القبضة العارية عن تعاونه مع المدربة الروسية سفيتلانا أندريفا.                         ,2.2
"                            يتسابق نجوم الغولف العالميون، على رفع كأس ""بطولة السعودية المفتوحة"" المقدمة من صندوق الاستثمارات العامة عاليا، التي ستنطلق اليوم الخميس.                         ",4.4
                            فرضت لجنة الانضباط والأخلاق في الاتحاد السعودي لكرة القدم، غرامة مالية ضخمة على فريق الأهلي بسبب واقعة أخلاقية من جماهيره في إحدى مباريات الدوري السعودي.                         ,7.3
                            لم يستطع كيليان مبابي، نجم باريس سان جيرمان، الاحتفال بهدف سجله في شباك بوروسيا دورتموند، خلال مباراة الفريقين، مساء أمس الأربعاء، ضمن منافسات دور المجموعات بدوري أبطال أوروبا.                         ,6.8
                            حجز باريس سان جيرمان بطاقة التأهل الثانية للدور ثمن النهائي لدوري أبطال أوروبا عن المجموعة السادسة، بتعادله مع مضيفه بوروسيا دورتموند 1-1 يوم الأربعاء في الجولة السادسة الأخيرة.                         ,6.0
                            اكتمل عقد المتأهلين لثمن نهائي دوري أبطال أوروبا لكرة القدم، بعد إسدال الستار على مباريات دور المجموعات يوم الأربعاء بإجراء لقاءات الجولة السادسة الأخيرة.                         ,9.6
                            قاد شباب مانشستر سيتي فريقهم إلى الفوز على النجم الأحمر الصربي 3-2 يوم الأربعاء في الجولة السادسة الأخيرة من منافسات المجموعة السابعة بدوري أبطال أوروبا لكرة القدم.                         ,9.1
                            يواجه الظهير الأيمن المغربي نصير مزراوي خطر الغياب عن نهائيات كأس أمم إفريقيا 2024 بعد تعرضه للإصابة خلال مشاركته مع ناديه بايرن ميونيخ في دوري أبطال أوروبا.                         ,6.7
                            يواجه باريس سان جيرمان بقيادة نجمه كيليان مبابي خطر الإقصاء المبكر من دوري أبطال أوروبا عندما يحل ضيفا على بوروسيا دورتموند مساء اليوم الأربعاء في الجولة الأخيرة من دور المجموعات.                         ,6.2
"                            لوح مجلس كتالونيا بحظر الاستحمام في الصالات والمراكز الرياضية، بما فيها ملعب ""لويس كومبانيس"" ومركز التدريبات ""جوان غامبر"" اللذين يستخدمهما نادي برشلونة، كإجراء تقشفي بسبب الجفاف.                         ",5.0
                            نعى مجلس إدارة نادي الهلال السعودي لكرة القدم، رئيسه السابق الأمير بندر بن محمد بن سعود، الذي توفي صباح اليوم الأربعاء.                         ,5.3
                            كشفت تقارير إعلامية إسبانية، عن اسم المدرب المحتمل لخلافة  الهولندي إريك تين هاغ على رأس الإدارة الفنية لمانشستر يونايتد في ظل معاناة الأخير من سوء النتائج.                         ,3.4
"                            أعلن الاتحاد الدولي لكرة القدم ""فيفا""، يوم الأربعاء عن القائمة النهائية للمرشحين لجائزة أفضل مدرب في العالم ""ذا بيست"" لعام 2023، والتي ضمت ثلاثة أسماء.                         ",7.3
                            تستأنف مباريات الدوري التركي لكرة القدم التي عُلّقت الاثنين الماضي بعد اعتداء رئيس أنقرة غوجو على حكم مباراة فريقه ضد ريزه سبور، الثلاثاء المقبل، بحسب ما أعلن رئيس الاتحاد التركي.                         ,8.6
                            علق المدافع الدولي المصري أحمد حجازي المحترف في صفوف نادي اتحاد جدة على مواجهة فريقه ضد الأهلي المصري بطل إفريقيا، في ربع نهائي بطولة كأس العالم لكرة القدم المقامة في السعودية.                         ,10.0
                            أعلن فاروق قوجة، رئيس نادي أنقرة غوجو، استقالته من منصبه، بعد أزمة اعتدائه على الحكم خليل أوموت ميلر الذي أدار مباراة فريقه ضد تشايكور ريزه سبور الاثنين الماضي في الدوري التركي.                         ,6.3
                            أعرب مدرب نادي مانشستر يونايتد، إريك تين هاغ، عن أسفه لخروج فريقه من دوري أبطال أوروبا بعد الخسارة من بايرن ميونيخ 0-1 أمس الثلاثاء في الجولة السادسة الأخيرة من دور المجموعات.                         ,7.9
"                            أكد مدرب نادي أرسنال، ميكيل أرتيتا، أن المصري محمد النني تعرض لإصابة خلال مباراة ""الغانرز"" ضد أيندهوفن في الجولة الأخيرة من مرحلة المجموعات بدوري أبطال أوروبا أمس الثلاثاء.                         ",7.6
                            هنأ جياني إنفانتيتو رئيس الاتحاد الدولي لكرة القدم، الفرنسي كريم بنزيما نجم اتحاد جدة السعودي بإنجازه في مونديال الأندية.                         ,5.9
                            يواجه رئيس نادي أنقرة غوجو التركي، فاروق قوجه، عقوبة السجن عقب اعتدائه بالضرب على الحكم خليل أوموت ميلر بعد مواجهة فريقه أمام تشايكور ريزه سبور، مساء الاثنين في الدوري التركي.                         ,5.4
                            تتجه أنظار عشاق كرة القدم، مساء اليوم الاثنين، صوب مدينة جدة السعودية، التي تحتضن المباراة المرتقبة بين فريقي الأهلي المصري وفلومينينسي البرازيلي، ضمن بطولة كأس العالم للأندية.                         ,8.3
"                            رفضت اللاعبة الأوكرانية مارتا كاستيوك مواجهة جارتها الروسية ميرا أندرييفا، في المباراة النهائية لبطولة ""Negometal Open"" الاستعراضية للتنس للسيدات، في فرنسا.                         ",7.7
"                            وجه نادي الأهلي المصري رسالة شكر للسعودية على ""حفاوة الاستقبال""، مؤكدا على ثقته بأن الجماهير السعودية ستسانده في مشواره ضمن بطولة كأس العالم للأندية لكرة القدم، المقامة في الرياض.                         ",9.3
                            أفاد نادي لوتون تاون الإنجليزي لكرة القدم، بأن لاعبه توم لوكيير ما زال في المستشفى، ويخضع للاختبارات والفحوصات بعد تعرضه لسكتة قلبية، خلال المباراة أمام بورنموث، يوم السبت الماضي.                         ,7.7
                            خطف السباحون والسباحات الروس الأضواء، خلال مشاركتهم في مسابقة عرض الأزياء، وذلك ضمن بطولة كأس سالنيكوف للسباحة، التي تستضيفها مدينة سان بطرسبورغ الروسية.                         ,3.9
                            أسفرت قرعة ملحق مسابقة الدوري الأوروبي، التي جرى سحبها اليوم الاثنين، في مقر الاتحاد الأوروبي بمدينة نيون السويسرية، عن مباريات مثيرة أبرزها مواجهة فينورد الهولندي وروما الإيطالي.                         ,5.1
                            كشف البرتغالي جوزيه مورينيو المدير الفني لروما، مفاجأة بخصوص المصري محمد صلاح نجم ليفربول.                         ,3.0
                            أسفرت قرعة ثمن نهائي دوري أبطال أوروبا، والمقامة حاليا في مدينة نيون السويسرية، عن مواجهة معقدة لبرشلونة، ومواجهات سهلة لمانشستر سيتي، ريال مدريد، وبايرن ميونخ، وباريس سان جيرمان.                         ,6.0
"                            تم طرد ديوغو دالوت، لاعب مانشستر يونايتد، خلال مواجهة الفريق لمنافسه ليفربول، على أرض ملعب ""أنفيلد""، الأحد، ضمن منافسات الدوري الإنجليزي الممتاز (البريميرليغ).                         ",5.5
                            أعلن الاتحاد الدولي للشطرنج، الأحد، استضافة العاصمة الإماراتية أبوظبي أولمبياد الشطرنج 2028.                         ,1.2
                            توج المنتخب المصري للإسكواش بلقب بطولة العالم بعد تغلبه على نظيره الإنجليزي في نهائي البطولة التي استضافتها نيوزيلندا خلال الفترة بين 11 إلى 17 ديسمبر الجاري.                         ,7.4
                            عاش المدافع المغربي أشرف حكيمي لحظة تاريخية بمشاركته في مباراة باريس سان جيرمان ضد ليل، خلال التعادل مع صاحب الأرض 1-1 مساء أمس الأحد، ضمن منافسات الدوري الفرنسي لكرة القدم.                         ,9.4
                            أعلن البطل الأولمبي الروسي يفغيني ريلوف رفضه المشاركة في دورة الألعاب الأولمبية 2024 تحت شروط اللجنة الأولمبية الدولية.                         ,2.6
                            صدر تعليق من مسؤول في اللجنة الأولمبية الدولية، مرة أخرى عن قبول الروس في دورة الألعاب الأولمبية باريس 2024.                         ,2.7
"                            استحدث الاتحاد الدولي لكرة القدم ""فيفا""، الأحد، بطولة جديدة للأندية أبطال القارات، لتحل محل كأس العالم للأندية بنظامها الحالي.                         ",6.7
                            سجل الجناح إبراهيم دياز هدفا عالميا لفريقه ريال مدريد في شباك فياريال خلال مباراة جمعت الفريقين يوم الأحد في المرحلة الـ17 من الدوري الإسباني.                         ,5.6
                            أبدى المدير الفني لنادي ليفربول، الألماني يورغن كلوب، استياءه من تضييع لاعبيه للفرص السانحة خلال مواجهة مانشستر يونايتد يوم الأحد في قمة المرحلة الـ17 من الدوري الإنجليزي.                         ,6.7
"                            فشل نادي ليفربول في استعادة صدارة الدوري الإنجليزي من أرسنال بتعثره بنتيجة التعادل السلبي مع ضيفه وغريمه مانشستر يونايتد يوم الأحد في قمة المرحلة الـ17 من ""لبريمير ليغ"".                         ",7.6
"                            رد نجم نادي الهلال، سلمان الفرج على مدربه البرتغالي جورجي جيسوس الذي استبعده من مواجهة ""الزعيم"" ضد الوحدة، الجمعة الماضي لحساب الأسبوع الـ17 من دوري روشن السعودي للمحترفين.                         ",6.0
"                            استعاد أرسنال توازنه والصدارة مؤقتا بفوزه على ضيفه برايتون 2-0 الأحد على ملعب ""الإمارات"" في لندن في المرحلة الـ17 من الدوري الإنجليزي الممتاز لكرة القدم.                         ",8.1
                            أعلن المدير الفني لنادي ليفربول، الألماني يورغن كلوب، تشكيلة فريقه لمواجهة ضيفه مانشستر يونايتد، يوم الأحد، في قمة المرحلة الـ17 من الدوري الإنجليزي الممتاز.                         ,5.6
                            توج باريس سان جيرمان بطلا للخريف في الدوري الفرنسي لكرة القدم قبل مواجهته ضد ليل مساء اليوم الأحد، وذلك لخسارة مطارده المباشر نيس أمام لوهافر 1-3 في المرحلة الـ16.                         ,6.9
                            حقق نادي ميلان فوزا كبيرا على ضيفه مونزا بثلاثية دون رد في مباراة جمعتهما يوم الأحد لحساب المرحلة الـ16 من الدوري الإيطالي لكرة القدم.                         ,8.8
"                            فرض الاتحاد الدولي لكرة القدم ""فيفا""، عقوبة مالية على نادي الأهلي المصري، وذلك عقب فوزه أمام الاتحاد السعودي 3-1 الجمعة الماضي في الدور ربع النهائي لمونديال الأندية.                         ",8.3
                            وصل فريق مانشستر سيتي الإنجليزي صباح يوم الأحد إلى مدينة جدة السعودية للمشاركة في بطولة كأس العالم للأندية لكرة القدم.                         ,6.8
"                            يواجه الأهلي المصري معضلة ""تاريخية"" عندما يلعب ضد فلوميننسي البرازيلي غدا الاثنين على ملعب مدينة الملك عبد الله الرياضية في جدة، وذلك في نصف نهائي مونديال الأندية.                         ",5.9
                            علق مدرب مانشستر سيتي، الإسباني بيب غوارديولا على تعثر فريقه بنتيجة 2-2 أمام ضيفه كريستال بالاس، أمس السبت في المرحلة الـ17 من الدوري الإنجليزي الممتاز لكرة القدم.                         ,7.5
                            خطف المهاجم النيجيري فيكتور أوسيمين، الأنظار في لقاء فريقه نابولي ضد ضيفه كالياري (2-1) أمس السبت في المرحلة الـ16 من الدوري الإيطالي، بتسجيله لهدف وصناعته للثاني بطريقة مذهلة.                         ,4.4
                            أقال نادي إشبيلية مدربه الأوروغوياني دييغو ألونسو، بعد الهزيمة 0-3 على أرضه أمام خيتافي في الدوري الإسباني لكرة القدم أمس السبت.                         ,7.7
"                            تتجه أنظار عشاق كرة القدم، مساء اليوم الأحد إلى ملعب ""أنفيلد"" الذي سيكون مسرحا لموقعة ليفربول وضيفه مانشستر يونايتد في قمة المرحلة الـ17 من الدوري الإنجليزي الممتاز.                         ",7.5
                            عبر المدير الفني لنادي برشلونة، تشافي هرنانديز، عن خيبة أمله عقب تعثر فريقه بالتعادل 1-1 أمام مضيفه فالنسيا، أمس السبت، ضمن منافسات الجولة الـ17 من الدوري الإسباني لكرة القدم.                         ,8.5
                            فرض نادي فالنسيا التعادل الإيجابي بنتيجة 1-1 على ضيفه برشلونة في مباراة جمعتهما لحساب منافسات الجولة الـ17من بطولة الدوري الإسباني لكرة القدم.                         ,10.0
                            قاد الجناح الإسباني نيكو وليامز، فريقه أتلتيك بلباو لتحقيق فوز ثمين على حساب ضيفه أتلتيكو مدريد بهدفين دون رد يوم السبت ضمن منافسات المرحلة الـ17 من الدوري الإسباني لكرة القدم.                         ,7.8
                            أعلن لوتون تاون تعرض قائده توم لوكيير، لسكتة قلبية في المباراة التي كانت تجمعه بنادي بورنموث يوم السبت في الجولة الـ17 من الدوري الإنجليزي والتي تم تعليقها بسبب هذا الحادث الطبي.                         ,6.3
                            سقط مانشستر سيتي حامل اللقب في فخ التعادل 2-2 مع ضيفه كريستال بالاس في مباراة جمعتهما يوم  السبت ضمن المرحلة الـ17 من بطولة الدوري الإنجليزي الممتاز لكرة القدم.                         ,10.0
"                            توقفت مباراة بورنموث ولوتون تاون المقامة الآن على ملعب ""فيتاليتي"" لحساب الجولة الـ17 من الدوري الإنجليزي الممتاز لكرة القدم بعد سقوط توم لوكيير، قائد لوتون تاون، بشكل مفاجئ.                         ",7.6
                            كشف مدرب نادي الهلال، جورج جيسوس، سبب استبعاده قائد فريقه سلمان الفرج، من مواجهة الوحدة أمس الجمعة لحساب الأسبوع الـ17 من دوري روشن السعودي للمحترفين.                         ,4.9
                            واصل المدير الفني لنادي باريس سان جيرمان، الإسباني لويس إنريكي، سياسته بتوجيه رسائل شديدة اللهجة لنجم فريقه، الدولي الفرنسي كيليان مبابي.                         ,3.7
                            اعتذر مدافع الأهلي المصري، التونسي علي معلول عن سوء الفهم الذي حدث، بسبب احتفاله بهدفه في مرمى الاتحاد السعودي خلال مباراة الفريقين أمس الجمعة في ربع نهائي مونديال الأندية.                         ,5.3
                            حقق توتنهام فوزه الثاني تواليا حيث يستمر في سعيه لاحتلال أحد المراكز الأربعة الأولى وذلك بفوزه على نونتغهام فوريست 2-0  في افتتاح المرحلة الـ17 من الدوري الإنجليزي لكرة القدم.                         ,7.7
                            وجه الإعلامي السعودي وليد الفراج، رسالة إلى جماهير الأهلي المصري، بعد فوز فريقها على اتحاد جدة السعودي 3-1 أمس الجمعة، في ربع نهائي بطولة كأس العالم للأندية.                         ,6.7
                            أعلن مدرب مانشستر يونايتد، إريك تين هاغ، أن المدافع هاري ماغواير سيغيب بسبب الإصابة عن لقاء يونايتد ضد ليفربول المقرر غدا الأحد في قمة المرحلة الـ17 من الدوري الإنجليزي الممتاز.                         ,7.0
                            قرر رئيس الأهلي المصري، محمود الخطيب، صرف مكافأة إجادة خاصة للاعبي فريقه بعد فوزهم أمس الجمعة على اتحاد جدة ‏السعودي 3-1، وتأهلهم إلى نصف نهائي كأس العالم للأندية.                         ,6.0
                            أعلن نادي الوداد البيضاوي المغربي لكرة القدم، انفصاله عن مدربه عادل رمزي بالتراضي، بعد خمسة أشهر فقط على توليه هذه المهمة، وفق ما أعلنت إدارة النادي أمس الجمعة.                         ,6.8
                            طالبت النيابة العامة في نيس أمس الجمعة، بسجن مدرب نيس وباريس سان جيرمان السابق كريستوف غالتييه، لعام واحد مع وقف التنفيذ بتهمة التمييز العنصري والديني وتغريمه 49 ألف دولار أمريكي.                         ,3.8
                            أبدى المدير الفني لنادي اتحاد جدة السعودي، الأرجنتيني مارسيلو غاياردو، إحباطه بعد خسارة فريقه أمام الأهلي المصري 1-3 أمس الجمعة في ربع نهائي كأس العالم للأندية.                         ,5.0
                            أعرب نجم نادي الأهلي المصري، حسين الشحات عن سعادته الكبيرة بفوز فريقه على اتحاد جدة السعودي في ربع نهائي كأس العالم للأندية لكرة القدم أمس الجمعة.                         ,9.0
                            أعرب حارس مرمى نادي الأهلي المصري، محمد الشناوي، عن سعادته الكبيرة بفوز فريقه على اتحاد جدة السعودي 3-1، يوم الجمعة، في ربع نهائي كأس العالم للأندية لكرة القدم المقامة في السعودية.                         ,8.7
                            عادل نجم الأهلي المصري حسين الشحات، الرقم التاريخي لمواطنه محمد أبو تريكة والجناح السعودي سالم الدوسري، بعدما سجل هدفا في شباك اتحاد جدة في ربع نهائي مونديال الأندية يوم الجمعة.                         ,5.4
                            بلغ الأهلي المصري نصف نهائي كأس العالم للأندية لكرة القدم بفوزه على مضيفه اتحاد جدة 3-1 مساء الجمعة في الدور ربع النهائي من البطولة المقامة في السعودية.                         ,9.9
                            أهدر النجم الفرنسي كريم بنزيما ركلة جزاء لفريقه اتحاد جدة أمام الأهلي المصري في مباراة الفريقين ضمن ربع نهائي بطولة كأس العالم لكرة القدم المقامة في السعودية.                         ,9.9
                            تأهل أوراوا ريد دايموندز بطل آسيا إلى نصف نهائي كأس العالم للأندية لكرة القدم بفوزه على ليون المكسيكي بطل الكونكاكاف 1-0 ضمن الدور ربع النهائي يوم الجمعة في جدة.                         ,7.7
                            كشف المدير الفني للأهلي المصري، السويسري مارسيل كولر، عن تشكيلة فريقه لمواجهة اتحاد جدة السعودي مساء اليوم الجمعة، في ربع نهائي مونديال الأندية.                         ,3.9
                            أكملت كأس ألعاب المستقبل رحلتها عبر روسيا وتم إرسالها من محطة الفضاء الدولية في بايكونور في الأول من ديسمبر.                         ,1.9
                            حرص وزير الرياضة السعودي، الأمير عبد العزيز بن تركي الفيصل، على دعم اتحاد جدة، قبل مواجهته للأهلي المصري مساء يوم الجمعة في ربع نهائي كأس العالم للأندية 2023 المقامة في المملكة.                         ,5.5
                            نددت روسيا يوم الجمعة بحملة تهدف إلى تحييد لأفضل رياضييها المطالبين بالمشاركة في أولمبياد باريس 2024 تحت علم محايد وبشروط اعتبرتها مهينة من اللجنة الأولمبية الدولية.                         ,3.4
                            أكد المدير الفني للأهلي المصري، السويسري مارسيل كولر، أن فريقه عازم على تجاوز عقبة اتحاد جدة في ربع نهائي كأس العالم للأندية، رغم قوة المنافس السعودي.                         ,4.2
                            أثار مدرب مانشستر سيتي، بيب غوارديولا، تساؤلات بشأن إمكانية مشاركة إيرلينغ هالاند المصاب في مونديال الأندية، بعدما صرح بأنه لا يتوقع مشاركة النرويجي في لقاء كريستال بالاس غدا.                         ,4.4
                            قاد النجم الجزائري الصاعد محمد أمين عمورة، يونيون سانت جيلواز البلجيكي لتحقيق فوز هام على حساب ضيفه ليفربول بنتيجة 2-1 في الجولة السادسة الأخيرة من دور المجموعات  بالدوري الأوروبي.                         ,7.7
                            تغلب نادي الأهلي على مضيفه الفيحاء 4-0 في مباراة جمعت الفريقين ضمن المرحلة الـ17 من الدوري السعودي لكرة القدم.                         ,7.5
                            توقع نجم منتخب مصر والزمالك السابق أحمد حسام ميدو، أن الأهلي المصري سيتخطى الاتحاد السعودي عندما يقابله مساء اليوم الجمعة في ربع نهائي بطولة كأس العالم للأندية المقامة في السعودية.                         ,7.8
                            يسعى نادي الاتحاد لضم النجم المصري محمد صلاح منذ فترة الانتقالات الصيفية الماضية، ولكن المفاوضات تعثرت، إلا أن الآمال ما زالت قائمة لجماهير العميد خلال شهر يناير المقبل.                         ,4.4
